"ID","MDS1","MDS2","X","size_class","Season","Slough","Habitat"
"GH262",0.43793427128643,-1.1627737591472,362,"G.hol2","Wet","TSL","Pond"
"GH263",-0.0431495272569274,-0.283575382733715,363,"G.hol1","Wet","TSL","Marsh"
"GH27",-0.181331716623327,-0.278160626428384,364,"G.hol1","Dry","TSL","Pond"
"GH274",0.671966558440151,-0.830761958810471,365,"G.hol2","Wet","SRS","Pond"
"GH277",0.256714224974846,0.081678660167584,366,"G.hol2","Wet","SRS","Pond"
"GH28",-0.048980425692959,-0.629902823229672,367,"G.hol1","Dry","TSL","Pond"
"GH283",0.302874529177806,-0.831278354674216,368,"G.hol2","Wet","SRS","Pond"
"GH284",0.0739209463820952,-0.3000535444715,369,"G.hol2","Wet","SRS","Pond"
"GH286",0.906445907022428,-0.613605752646898,370,"G.hol2","Wet","SRS","Marsh"
"GH287",0.0964040371804887,-0.656800193814326,371,"G.hol2","Wet","SRS","Marsh"
"GH289",0.092815454650915,-0.664076149260579,372,"G.hol1","Wet","SRS","Marsh"
"GH29",0.44630209899687,-0.70154726747879,373,"G.hol1","Dry","TSL","Pond"
"GH290",0.247964655818063,-0.776382322430429,374,"G.hol1","Wet","SRS","Marsh"
"GH291",0.0744550061506608,-0.73839301623662,375,"G.hol1","Wet","SRS","Marsh"
"GH292",0.0803956363103258,-0.655070203200814,376,"G.hol1","Wet","SRS","Marsh"
"GH293",0.0975073837405599,-0.667529571813834,377,"G.hol1","Wet","SRS","Marsh"
"GH294",0.094628781479949,-0.718425051517182,378,"G.hol1","Wet","SRS","Marsh"
"GH295",0.0841387503108914,-0.701103107922436,379,"G.hol1","Wet","SRS","Marsh"
"GH296",1.24624967450679,0.0351315304725713,380,"G.hol2","Wet","TSL","Pond"
"GH298",0.867674068120435,-0.102191578716417,381,"G.hol2","Wet","TSL","Pond"
"GH30",-0.724057631599347,-0.121231664414342,382,"G.hol2","Dry","TSL","Pond"
"GH300",0.328946276170009,-0.565088535871537,383,"G.hol2","Wet","TSL","Pond"
"GH303",0.44248542091281,-0.259140972030811,384,"G.hol1","Wet","TSL","Pond"
"GH304",-0.724057631599347,-0.121231664414342,385,"G.hol2","Wet","TSL","Marsh"
"GH305",0.62963845251393,-0.21958951441791,386,"G.hol2","Wet","TSL","Marsh"
"GH306",-0.0679708850611833,-0.357962260539114,387,"G.hol2","Wet","TSL","Marsh"
"GH31",0.0263102102758734,-0.736817163807136,388,"G.hol2","Dry","TSL","Pond"
"GH310",-0.0977952244459665,-0.270756156034618,389,"G.hol2","Wet","TSL","NP"
"GH311",1.00894335922488,-0.798409632125894,390,"G.hol1","Wet","TSL","NP"
"GH312",0.044247324801154,-0.570143028566661,391,"G.hol1","Wet","TSL","NP"
"GH313",0.0566705432591241,-0.806826083735632,392,"G.hol1","Wet","TSL","NP"
"GH314",0.21670925172274,-0.804260391487427,393,"G.hol1","Wet","TSL","NP"
"GH315",0.0975073837405599,-0.667529571813834,394,"G.hol1","Wet","TSL","NP"
"GH316",0.135291760025039,-0.686788803609458,395,"G.hol1","Wet","TSL","NP"
"GH317",0.494602367650165,-0.192115179254857,396,"G.hol1","Wet","TSL","Marsh"
"GH318",0.697723041579791,-0.561533660804941,397,"G.hol1","Wet","TSL","Marsh"
"GH319",0.16951977976483,-0.708191839858958,398,"G.hol1","Wet","TSL","Marsh"
"GH32",0.0263102102758734,-0.736817163807136,399,"G.hol1","Dry","TSL","Pond"
"GH321",0.614726546147472,-0.32706115013659,400,"G.hol1","Wet","TSL","Marsh"
"GH322",0.539386823371915,-0.587232107119971,401,"G.hol1","Wet","TSL","Marsh"
"GH323",0.717230299928155,-0.0545017268708799,402,"G.hol1","Wet","TSL","Marsh"
"GH324",0.388591998442295,0.0724363243849119,403,"G.hol2","Wet","TSL","Marsh"
"GH325",-0.181331716623327,-0.278160626428384,404,"G.hol2","Wet","TSL","Marsh"
"GH326",-0.545548779023499,-1.33721820428177,405,"G.hol2","Wet","TSL","Marsh"
"GH327",0.649340364351567,-1.05751271517467,406,"G.hol2","Wet","TSL","Marsh"
"GH328",0.204043852397111,-0.550344450564861,407,"G.hol2","Wet","TSL","Marsh"
"GH329",0.255384914834358,0.0785725167475719,408,"G.hol1","Wet","TSL","Marsh"
"GH33",0.703206663286702,0.0531039574547657,409,"G.hol1","Dry","TSL","Pond"
"GH330",0.255066342529013,-0.843833649599312,410,"G.hol1","Wet","TSL","Marsh"
"GH331",0.329700194707914,-0.249636679014623,411,"G.hol1","Wet","TSL","Marsh"
"GH332",0.51063756108295,-0.236410085326054,412,"G.hol2","Wet","TSL","Pond"
"GH336",0.0444476162246721,-0.647435437241148,413,"G.hol2","Wet","TSL","Pond"
"GH339",-0.0907173986669623,-0.322090057385894,414,"G.hol2","Wet","TSL","Pond"
"GH34",0.0550978498248201,-0.493224989807474,415,"G.hol1","Dry","TSL","Pond"
"GH341",-1.10329753230602,-0.174959071943962,416,"G.hol2","Wet","TSL","Pond"
"GH343",-0.491064673152576,-0.528176710375214,417,"G.hol2","Wet","TSL","Pond"
"GH348",-0.014945176465553,-0.419888141923757,418,"G.hol2","Wet","TSL","Pond"
"GH35",-0.0895100959920692,-0.67300366924009,419,"G.hol1","Dry","TSL","Pond"
"GH36",-0.181331716623327,-0.278160626428384,420,"G.hol1","Dry","TSL","Pond"
"GH362",-0.491064673152576,-0.528176710375214,421,"G.hol2","Wet","TSL","Marsh"
"GH363",-0.625591271673347,-0.942216514766975,422,"G.hol2","Wet","TSL","Marsh"
"GH365",0.0263102102758734,-0.736817163807136,424,"G.hol2","Wet","TSL","Marsh"
"GH366",-0.071399418146137,-1.17299203865552,425,"G.hol2","Wet","TSL","Marsh"
"GH367",0.0315511094624771,-0.671314564061276,426,"G.hol2","Wet","TSL","Marsh"
"GH368",0.0744550061506608,-0.73839301623662,427,"G.hol2","Wet","TSL","Marsh"
"GH369",0.0948427607280306,-0.768652525008361,428,"G.hol1","Wet","TSL","Marsh"
"GH37",0.527589103718698,-0.705714841282102,429,"G.hol1","Dry","TSL","Pond"
"GH371",0.755469470326855,-0.501554925115324,430,"G.hol1","Wet","TSL","Marsh"
"GH372",0.275790105407537,-0.242755056872543,431,"G.hol1","Wet","TSL","Marsh"
"GH373",0.0975073837405599,-0.667529571813834,432,"G.hol1","Wet","TSL","Marsh"
"GH374",0.0975073837405599,-0.667529571813834,433,"G.hol1","Wet","TSL","Marsh"
"GH375",-0.0290873421400105,0.315403411173889,434,"G.hol1","Wet","TSL","NP"
"GH377",0.0975073837405599,-0.667529571813834,435,"G.hol1","Wet","TSL","Pond"
"GH38",0.3116128933382,-0.263613812322782,436,"G.hol1","Dry","TSL","Pond"
"GH382",0.812496273727814,-0.649481027260785,437,"G.hol2","Wet","TSL","Pond"
"GH384",-0.300787973789181,-0.750555047377789,438,"G.hol2","Wet","TSL","Pond"
"GH388",0.186753633341857,-0.755013869675843,439,"G.hol1","Wet","TSL","Pond"
"GH400",0.256884383864092,-0.993501923791373,440,"G.hol2","Wet","TSL","Pond"
"GH404",0.830825574290302,-0.662691841029326,441,"G.hol2","Wet","TSL","Pond"
"GH408",-0.0431495272569274,-0.283575382733715,442,"G.hol2","Wet","TSL","Pond"
"GH411",0.883509206188234,-0.531538664780501,443,"G.hol1","Wet","TSL","Pond"
"GH412",0.515471219486053,-0.563180415496726,444,"G.hol1","Wet","TSL","Pond"
"GH413",0.305371119974666,-0.748045920184955,445,"G.hol1","Wet","TSL","Pond"
"GH414",-0.0334639505736187,-0.56185567569317,446,"G.hol1","Wet","TSL","Pond"
"GH415",0.095066065983803,-0.656499442891507,447,"G.hol1","Wet","TSL","Pond"
"GH416",0.339514489273676,-0.76311792505992,448,"G.hol2","Wet","TSL","Marsh"
"GH417",-0.181331716623327,-0.278160626428384,449,"G.hol1","Wet","TSL","Marsh"
"GH423",0.2835227976297,-0.578324803353083,450,"G.hol1","Wet","SRS","Pond"
"GH427",0.283405258857806,0.0933784785270351,451,"G.hol1","Wet","SRS","Pond"
"GH431",0.118788766349942,-0.852126069152777,452,"G.hol2","Wet","SRS","Pond"
"GH432",0.00700159280370296,-0.444876489729932,453,"G.hol2","Wet","SRS","Pond"
"GH433",0.343413443957947,-0.130509603231633,454,"G.hol1","Wet","SRS","Pond"
"GH438",0.0975073837405599,-0.667529571813834,455,"G.hol1","Wet","SRS","Pond"
"GH442",0.0975073837405599,-0.667529571813834,456,"G.hol1","Wet","SRS","Pond"
"GH444",0.242114187239135,0.0784964712663357,457,"G.hol1","Wet","SRS","Pond"
"GH445",1.20335322510228,0.547533278248151,458,"G.hol1","Wet","SRS","Pond"
"GH447",0.260247080510673,0.073655970775023,459,"G.hol2","Wet","SRS","Pond"
"GH449",0.102490215978667,-0.850388601427222,460,"G.hol1","Wet","SRS","Pond"
"GH452",-0.0977952244459665,-0.270756156034618,461,"G.hol2","Wet","SRS","Pond"
"GH455",0.273708365569987,0.111021808995326,462,"G.hol2","Wet","SRS","Pond"
"GH46",0.459583221696457,0.00136896553590411,463,"G.hol2","Dry","TSL","Pond"
"GH460",0.211934935814941,0.584137153276893,464,"G.hol2","Wet","SRS","Pond"
"GH461",1.20261658194181,-0.790172908629232,465,"G.hol2","Wet","SRS","Pond"
"GH47",0.920869928210646,-0.495111016575729,466,"G.hol1","Dry","TSL","Pond"
"GH478",0.239937600012207,0.0854447423382138,467,"G.hol1","Wet","SRS","Pond"
"GH479",-0.0431495272569274,-0.283575382733715,468,"G.hol2","Wet","SRS","Pond"
"GH48",-0.181331716623327,-0.278160626428384,469,"G.hol2","Dry","TSL","Pond"
"GH480",-0.070413748319225,-0.348867329751191,470,"G.hol2","Wet","SRS","Pond"
"GH486",0.738293680372941,0.53470391857831,471,"G.hol1","Wet","SRS","Pond"
"GH488",0.263826451876381,0.0919992734445812,472,"G.hol1","Wet","SRS","Pond"
"GH49",0.0975073837405599,-0.667529571813834,473,"G.hol2","Dry","TSL","Pond"
"GH492",0.268608476769136,0.0817736241686811,474,"G.hol1","Wet","SRS","Pond"
"GH494",-0.495543354028081,0.68889363444847,475,"G.hol2","Wet","SRS","Marsh"
"GH496",0.0975073837405599,-0.667529571813834,476,"G.hol1","Wet","SRS","Marsh"
"GH497",0.10723127314053,-1.07156693581556,477,"G.hol1","Wet","SRS","Marsh"
"GH498",0.0975073837405599,-0.667529571813834,478,"G.hol2","Wet","SRS","Marsh"
"GH499",-0.0431495272569274,-0.283575382733715,479,"G.hol1","Wet","SRS","Marsh"
"GH50",0.34095361343706,0.488803593272632,480,"G.hol1","Dry","TSL","Pond"
"GH500",0.0975073837405599,-0.667529571813834,481,"G.hol1","Wet","SRS","Marsh"
"GH501",0.0975073837405599,-0.667529571813834,482,"G.hol1","Wet","SRS","Marsh"
"GH502",0.0296849559487142,-0.874207765882413,483,"G.hol2","Wet","SRS","Marsh"
"GH503",0.535380510827497,-0.292555084748117,484,"G.hol1","Wet","SRS","Marsh"
"GH504",0.0975073837405599,-0.667529571813834,485,"G.hol1","Wet","SRS","Marsh"
"GH505",0.10723127314053,-1.07156693581556,486,"G.hol1","Wet","SRS","Marsh"
"GH506",-0.181331716623327,-0.278160626428384,487,"G.hol1","Wet","SRS","Marsh"
"GH51",0.209453066359573,0.106801679353606,489,"G.hol2","Dry","TSL","Pond"
"GH511",0.398670507199757,-0.992281821391585,490,"G.hol2","Wet","SRS","NP"
"GH512",0.113715256474067,-0.763449388168074,491,"G.hol2","Wet","SRS","NP"
"GH513",0.519149882375262,-0.87791034673114,492,"G.hol1","Wet","SRS","NP"
"GH519",0.831617238741013,-0.941763824608292,493,"G.hol2","Wet","SRS","Marsh"
"GH52",0.291565884805769,0.530986060044603,494,"G.hol2","Dry","TSL","Pond"
"GH53",-0.267642915132521,0.385768841461538,495,"G.hol1","Dry","TSL","Pond"
"GH531",0.0970890974257529,-0.890445100192987,496,"G.hol1","Wet","SRS","Pond"
"GH535",0.0841374856114573,-0.720478987940968,497,"G.hol2","Wet","SRS","Pond"
"GH54",-0.0157225311865277,0.469095236051531,498,"G.hol1","Dry","TSL","Pond"
"GH540",0.071313529813641,-0.668278687256657,499,"G.hol1","Wet","SRS","Pond"
"GH543",0.074912664175291,-0.703038127963164,500,"G.hol1","Wet","SRS","Pond"
"GH546",-0.0458706371739975,-0.452839445705685,501,"G.hol2","Wet","SRS","Pond"
"GH548",-0.063258472269223,-0.278267267174665,502,"G.hol2","Wet","SRS","Pond"
"GH55",0.239038965472262,0.166464877230349,503,"G.hol1","Dry","TSL","Pond"
"GH551",0.335411152059839,-1.1910863585363,504,"G.hol2","Wet","SRS","Pond"
"GH552",0.0940102187974836,-0.78413342333814,505,"G.hol2","Wet","SRS","Pond"
"GH556",-0.106581115381166,-0.255954421579777,506,"G.hol2","Wet","SRS","Pond"
"GH56",-0.267642915132521,0.385768841461538,507,"G.hol1","Dry","TSL","Pond"
"GH561",0.796292389537644,-0.247359954581625,508,"G.hol1","Wet","SRS","Pond"
"GH563",0.176059175154809,-0.627724725886782,509,"G.hol1","Wet","SRS","Pond"
"GH57",0.248923914794094,-0.103335199737809,510,"G.hol1","Dry","TSL","Pond"
"GH571",-0.0431495272569274,-0.283575382733715,511,"G.hol1","Wet","SRS","Pond"
"GH573",-0.570189123710022,-0.932950768235559,512,"G.hol2","Dry","SRS","Pond"
"GH574",0.10723127314053,-1.07156693581556,513,"G.hol2","Dry","SRS","Pond"
"GH575",0.0887420308271742,-0.914225637992396,514,"G.hol2","Dry","SRS","Pond"
"GH576",0.101125444326435,-0.813580008694154,515,"G.hol2","Dry","SRS","Pond"
"GH577",1.0044529354292,-1.09828665073065,516,"G.hol2","Dry","SRS","Pond"
"GH578",0.10723127314053,-1.07156693581556,517,"G.hol2","Dry","SRS","Pond"
"GH579",0.0975073837405599,-0.667529571813834,518,"G.hol2","Dry","SRS","Pond"
"GH580",-0.267642915132521,0.385768841461538,520,"G.hol2","Dry","SRS","Pond"
"GH581",0.925501148484715,-1.1170404527172,521,"G.hol2","Dry","SRS","Pond"
"GH583",0.928316746368518,-1.10653745058266,522,"G.hol1","Dry","SRS","Pond"
"GH584",0.700410095914555,-1.29581311706467,523,"G.hol2","Dry","SRS","Pond"
"GH585",-1.25216425271443,-1.05560247964222,524,"G.hol2","Dry","SRS","Pond"
"GH586",-1.28097408691275,-0.31762106965747,525,"G.hol2","Dry","SRS","Pond"
"GH587",0.827179556844841,-1.13757081495285,526,"G.hol2","Dry","SRS","Pond"
"GH588",0.421709160173974,0.853842930603649,527,"G.hol1","Dry","SRS","Pond"
"GH589",0.10723127314053,-1.07156693581556,528,"G.hol1","Dry","SRS","Pond"
"GH59",0.404189677142063,-0.828975480621719,529,"G.hol1","Dry","TSL","Pond"
"GH590",0.948610717303089,-1.12215274942124,530,"G.hol1","Dry","SRS","Pond"
"GH593",-0.686040754026183,0.516211856181068,532,"G.hol2","Dry","SRS","Pond"
"GH595",0.242114187239135,0.0784964712663357,534,"G.hol1","Dry","SRS","Marsh"
"GH60",0.406220109312742,0.131089302216938,535,"G.hol1","Dry","TSL","Pond"
"GH62",-0.0290873421400105,0.315403411173889,536,"G.hol1","Dry","TSL","Pond"
"GH631",0.514914739409375,-0.858677252387076,537,"G.hol1","Dry","SRS","Pond"
"GH632",-0.267642915132521,0.385768841461538,538,"G.hol1","Dry","SRS","Pond"
"GH633",0.239038965472262,0.166464877230349,539,"G.hol1","Dry","SRS","Pond"
"GH634",-0.181331716623327,-0.278160626428384,540,"G.hol1","Dry","SRS","Pond"
"GH636",-0.0638886154785955,0.656122587211038,542,"G.hol1","Dry","SRS","Pond"
"GH637",0.608779840820623,-1.19319101642253,543,"G.hol2","Dry","SRS","Pond"
"GH638",-0.454039789157687,0.0329659964593146,544,"G.hol2","Dry","SRS","Pond"
"GH639",0.230751494849388,0.100545083378103,545,"G.hol1","Dry","SRS","Pond"
"GH640",-0.267642915132521,0.385768841461538,546,"G.hol2","Dry","SRS","Pond"
"GH641",0.273782790131656,-0.913279231108701,547,"G.hol1","Dry","SRS","Pond"
"GH642",0.462446210042915,0.0660572240041156,548,"G.hol1","Dry","SRS","Pond"
"GH643",-0.0417953716331273,0.60991249547385,549,"G.hol2","Dry","SRS","Pond"
"GH644",-0.506861386629156,-0.975274862182756,550,"G.hol2","Dry","SRS","Pond"
"GH645",-1.10329753230602,-0.174959071943962,551,"G.hol2","Dry","SRS","Pond"
"GH646",-0.181331716623327,-0.278160626428384,552,"G.hol2","Dry","SRS","Pond"
"GH647",-0.0157225311865277,0.469095236051531,553,"G.hol1","Dry","SRS","Pond"
"GH648",0.502562773939379,0.0753736283054269,554,"G.hol1","Dry","SRS","Pond"
"GH649",-0.181331716623327,-0.278160626428384,555,"G.hol2","Dry","SRS","Pond"
"GH650",-0.506861386629156,-0.975274862182756,556,"G.hol2","Dry","SRS","Pond"
"GH651",0.10723127314053,-1.07156693581556,557,"G.hol1","Dry","SRS","Marsh"
"GH652",0.240212312516834,0.0733607750548952,558,"G.hol1","Dry","SRS","Marsh"
"GH653",0.0975073837405599,-0.667529571813834,559,"G.hol1","Dry","SRS","Marsh"
"GH654",0.0263102102758734,-0.736817163807136,560,"G.hol2","Dry","SRS","Marsh"
"GH655",0.256830462601377,0.0483870709037572,561,"G.hol2","Dry","SRS","Marsh"
"GH656",0.248934338823248,0.0414130233557027,562,"G.hol1","Dry","SRS","Marsh"
"GH657",0.237346209602282,0.0482343899343101,563,"G.hol2","Dry","SRS","Marsh"
"GH658",0.251659076800419,0.0395278588304483,564,"G.hol2","Dry","SRS","Marsh"
"GH659",0.232765767640888,0.0753377792952097,565,"G.hol1","Dry","SRS","Marsh"
"GH676",0.237888749384928,0.0588920975737307,566,"G.hol2","Dry","SRS","Marsh"
"GH692",0.238453891008887,0.0831054193756711,567,"G.hol1","Dry","SRS","Pond"
"GH694",-0.267642915132521,0.385768841461538,568,"G.hol1","Dry","SRS","Pond"
"GH695",-0.0431495272569274,-0.283575382733715,569,"G.hol2","Dry","SRS","Pond"
"GH696",0.10723127314053,-1.07156693581556,570,"G.hol2","Dry","SRS","Pond"
"GH697",0.235213253042852,0.0837207503883512,571,"G.hol1","Dry","SRS","NP"
"GH698",0.260069516680132,0.0923650223279212,572,"G.hol1","Dry","SRS","NP"
"GH699",0.242105413845501,0.0631745215923384,573,"G.hol1","Dry","SRS","NP"
"GH700",0.304552579444277,0.0628578220503457,574,"G.hol1","Dry","SRS","NP"
"GH701",0.240501126956191,0.0631592784587055,575,"G.hol1","Dry","SRS","NP"
"GH702",0.241606679078234,0.0646805326695103,576,"G.hol1","Dry","SRS","NP"
"GH703",0.251265814694316,0.0956349450010138,577,"G.hol1","Dry","SRS","NP"
"GH704",0.247454513614383,0.0618155310347937,578,"G.hol2","Dry","SRS","NP"
"GH705",0.233907501532556,0.043952340738812,579,"G.hol2","Dry","SRS","NP"
"GH706",0.247347992598754,0.0654324576755061,580,"G.hol1","Dry","SRS","NP"
"GH707",0.235833299502257,0.0565849609447918,581,"G.hol2","Dry","SRS","NP"
"GH708",0.252530377601334,0.0558726909033299,582,"G.hol1","Dry","SRS","NP"
"GH709",0.231915303652013,0.0497260487004784,583,"G.hol2","Dry","SRS","NP"
"GH710",0.27391807220861,0.0344290901597176,584,"G.hol2","Dry","SRS","NP"
"GH711",0.235294540502517,0.0620651182488478,585,"G.hol2","Dry","SRS","NP"
"GH712",0.333212498129262,0.0491455569400681,586,"G.hol2","Dry","SRS","NP"
"GH713",0.248590999414837,0.0924522247068431,587,"G.hol2","Dry","SRS","NP"
"GH714",0.396673588587657,0.0128456600081633,588,"G.hol2","Dry","SRS","NP"
"GH715",0.545757943471783,-0.34943041254041,589,"G.hol2","Dry","SRS","NP"
"GH716",0.981171410410926,-0.180619809179288,590,"G.hol2","Dry","SRS","NP"
"GH72",0.10376548091982,-0.639264013828065,591,"G.hol1","Dry","TSL","Pond"
"GH73",-0.0892938854663901,-0.264484209907075,592,"G.hol2","Dry","TSL","Pond"
"GH736",0.10723127314053,-1.07156693581556,593,"G.hol2","Dry","SRS","Pond"
"GH737",0.044247324801154,-0.570143028566661,594,"G.hol2","Dry","SRS","Pond"
"GH74",0.230751494849388,0.100545083378103,595,"G.hol2","Dry","TSL","Pond"
"GH75",0.466943577927478,-0.828094573678473,596,"G.hol2","Dry","TSL","Pond"
"GH92",-0.145903309771665,-0.304150638086277,597,"G.hol2","Dry","TSL","Pond"
"GH93",0.398811395323865,0.504203529813854,598,"G.hol2","Dry","TSL","Pond"
"GH94",-0.267642915132521,0.385768841461538,599,"G.hol1","Dry","TSL","Pond"
"GH95",-0.267642915132521,0.385768841461538,600,"G.hol1","Dry","TSL","Pond"
"GH96",0.137185690844662,-0.990416413912078,601,"G.hol2","Dry","TSL","Pond"
"GH97",0.397675123154033,-1.2840477515571,602,"G.hol2","Dry","TSL","Pond"
"GH98",-0.308062941471522,-0.855631140346213,603,"G.hol2","Dry","TSL","Pond"
"GH99",-0.0431495272569274,-0.283575382733715,604,"G.hol1","Dry","TSL","Pond"
"HF102",0.419261097081059,-0.0266350646041651,605,"H.for1","Wet","TSL","NP"
"HF103",0.426724035805598,0.422306949977569,606,"H.for1","Wet","TSL","NP"
"HF104",0.294390456130611,0.0479433454532373,607,"H.for1","Wet","TSL","NP"
"HF105",0.279695176637745,0.0673125214763749,608,"H.for1","Wet","TSL","NP"
"HF106",0.293850892800456,0.142446896161574,609,"H.for1","Wet","TSL","NP"
"HF107",0.839833002881903,-0.0348037044653455,610,"H.for1","Wet","TSL","NP"
"HF113",0.948610717303089,-1.12215274942124,611,"H.for1","Wet","TSL","Marsh"
"HF114",0.392690333283437,0.0188359585091274,612,"H.for1","Wet","TSL","Marsh"
"HF115",0.315052788228669,-0.00190116804647871,613,"H.for1","Wet","TSL","Marsh"
"HF122",-0.267642915132521,0.385768841461538,614,"H.for2","Wet","TSL","Marsh"
"HF123",0.494217418997648,0.503942830985396,615,"H.for1","Wet","TSL","Marsh"
"HF126",-0.60354440659846,0.401756490670734,617,"H.for2","Wet","TSL","Marsh"
"HF127",0.264794790033555,0.132026854507208,618,"H.for2","Wet","TSL","Marsh"
"HF128",0.242114187239135,0.0784964712663357,619,"H.for1","Wet","TSL","Marsh"
"HF137",0.242114187239135,0.0784964712663357,622,"H.for1","Wet","TSL","NP"
"HF138",0.465054773775709,0.383541602173007,623,"H.for1","Wet","TSL","NP"
"HF139",0.381254157697189,0.503505181725598,624,"H.for1","Wet","TSL","NP"
"HF140",0.405269424974873,0.439078387383002,625,"H.for2","Wet","TSL","NP"
"HF141",0.239038965472262,0.166464877230349,626,"H.for2","Wet","TSL","NP"
"HF142",0.480639954539681,0.83583338671485,627,"H.for1","Wet","TSL","NP"
"HF143",0.429161822116217,0.221499673676791,628,"H.for2","Wet","TSL","NP"
"HF144",0.242114187239135,0.0784964712663357,629,"H.for1","Wet","TSL","NP"
"HF149",0.356585477738051,0.487518526978355,630,"H.for1","Wet","TSL","Marsh"
"HF150",0.356585477738051,0.487518526978355,631,"H.for1","Wet","TSL","Marsh"
"HF16",0.346731963176064,-0.0557965467823916,632,"H.for2","Dry","TSL","Marsh"
"HF17",-0.404104528856506,0.568677152821986,633,"H.for2","Dry","TSL","Marsh"
"HF172",0.309073104242374,0.214018339070737,634,"H.for1","Wet","SRS","Pond"
"HF173",0.239360419023971,0.0490226313793777,635,"H.for1","Wet","SRS","Pond"
"HF174",0.356585477738051,0.487518526978355,636,"H.for1","Wet","SRS","Pond"
"HF176",0.317163241209428,-0.248356257386341,637,"H.for2","Wet","SRS","Pond"
"HF18",0.645891996763862,0.223943110172156,638,"H.for2","Dry","TSL","Marsh"
"HF182",0.0296994128408777,0.728097148526425,639,"H.for1","Wet","SRS","Pond"
"HF183",0.214936539085937,0.652609010961991,640,"H.for1","Wet","SRS","Pond"
"HF184",-0.0290873421400105,0.315403411173889,641,"H.for1","Wet","SRS","Pond"
"HF185",0.240558078204885,0.0918977577256625,642,"H.for1","Wet","SRS","Pond"
"HF186",-0.0290873421400105,0.315403411173889,643,"H.for2","Wet","SRS","Pond"
"HF187",0.230751494849388,0.100545083378103,644,"H.for2","Wet","SRS","Pond"
"HF188",0.530948644878915,0.109718888040818,645,"H.for2","Wet","SRS","Marsh"
"HF189",0.239360419023971,0.0490226313793777,646,"H.for2","Wet","SRS","Marsh"
"HF196",0.356585477738051,0.487518526978355,647,"H.for1","Wet","SRS","Marsh"
"HF197",-0.267642915132521,0.385768841461538,648,"H.for1","Wet","SRS","Marsh"
"HF198",-0.0431495272569274,-0.283575382733715,649,"H.for1","Wet","SRS","Marsh"
"HF199",0.317163241209428,-0.248356257386341,650,"H.for1","Wet","SRS","Marsh"
"HF200",0.40158884009585,0.0975674231618557,651,"H.for1","Wet","SRS","Marsh"
"HF201",-0.0290873421400105,0.315403411173889,652,"H.for2","Wet","SRS","Marsh"
"HF202",0.424579689888057,-0.053679824991138,653,"H.for2","Wet","SRS","Marsh"
"HF208",0.0296994128408777,0.728097148526425,654,"H.for1","Wet","SRS","NP"
"HF209",0.356585477738051,0.487518526978355,655,"H.for1","Wet","SRS","NP"
"HF210",0.43024426845848,0.0420493620436666,656,"H.for1","Wet","SRS","NP"
"HF211",0.391859038641645,0.0668440775452252,657,"H.for1","Wet","SRS","NP"
"HF213",0.509593284388277,0.298102872790929,659,"H.for2","Wet","SRS","NP"
"HF214",0.211934935814941,0.584137153276893,660,"H.for2","Wet","SRS","NP"
"HF215",-0.267642915132521,0.385768841461538,661,"H.for2","Wet","SRS","NP"
"HF216",0.291565884805769,0.530986060044603,662,"H.for2","Wet","SRS","NP"
"HF217",-0.267642915132521,0.385768841461538,663,"H.for2","Wet","SRS","NP"
"HF219",-0.267642915132521,0.385768841461538,665,"H.for1","Wet","SRS","NP"
"HF22",0.237096319213749,0.0915186755636737,666,"H.for1","Dry","TSL","Marsh"
"HF220",-0.0290873421400105,0.315403411173889,667,"H.for1","Wet","SRS","NP"
"HF221",0.424579689888057,-0.053679824991138,668,"H.for1","Wet","SRS","Marsh"
"HF222",0.239360419023971,0.0490226313793777,669,"H.for1","Wet","SRS","Marsh"
"HF223",0.242568257400571,0.0572717726017296,670,"H.for2","Wet","SRS","Marsh"
"HF224",0.242114187239135,0.0784964712663357,671,"H.for1","Wet","SRS","Marsh"
"HF225",0.204196696488379,0.197194210367269,672,"H.for1","Wet","SRS","Pond"
"HF23",0.324449755818714,0.0194978193504076,673,"H.for1","Dry","TSL","Marsh"
"HF24",0.239360419023971,0.0490226313793777,674,"H.for1","Dry","TSL","Marsh"
"HF245",-0.0290873421400105,0.315403411173889,675,"H.for1","Dry","SRS","Pond"
"HF254",0.238706992066481,0.0844490032934972,676,"H.for2","Dry","SRS","Marsh"
"HF255",0.291565884805769,0.530986060044603,677,"H.for2","Dry","SRS","Marsh"
"HF256",0.237662178261623,0.0753080099104144,678,"H.for1","Dry","SRS","Marsh"
"HF257",0.243752167044103,0.0907176820798024,679,"H.for2","Dry","SRS","Marsh"
"HF258",0.27935413077202,0.102131405040515,680,"H.for2","Dry","SRS","Marsh"
"HF259",0.319426623545,0.603240576760394,681,"H.for2","Dry","SRS","Marsh"
"HF262",-0.267642915132521,0.385768841461538,682,"H.for2","Dry","SRS","Pond"
"HF263",-0.366890255793697,0.599230475807429,683,"H.for2","Dry","SRS","Pond"
"HF264",0.663893198757272,0.686912845073258,684,"H.for1","Dry","SRS","Pond"
"HF266",-0.0290873421400105,0.315403411173889,686,"H.for2","Dry","SRS","Pond"
"HF267",-0.267642915132521,0.385768841461538,687,"H.for2","Dry","SRS","Pond"
"HF268",0.238453891008887,0.0831054193756711,688,"H.for1","Dry","SRS","NP"
"HF269",0.340314678519837,0.0910578311270245,689,"H.for1","Dry","SRS","NP"
